;Czas;Nacisk;Cisnienie160;Cisnienie100
0;7.987022399902344e-05;0.0;-8.1284;-5.3848
1;0.10662627220153809;2.416708860922938;-8.1284;-5.3848
2;0.21236753463745117;0.0;-8.1284;-5.3848
3;0.3183324337005615;0.0;-8.1284;83.5817
4;0.4242594242095947;2.416708860922938;-8.1284;-5.3848
5;0.5301387310028076;0.0;-8.1284;-5.3848
6;0.6354303359985352;0.0;-8.1284;-5.3848
7;0.7405595779418945;1.2046133950730393;-8.1284;-5.3848
8;0.8468074798583984;2.416708860922938;-8.1284;-5.3848
9;0.9538333415985107;-1.2120954658498988;-8.1284;-5.3848
10;1.0598208904266357;0.0;-8.1284;-5.3848
11;1.165855884552002;2.416708860922938;-8.1284;-5.3848
12;1.2726380825042725;0.0;-8.1284;-5.3848
13;1.379589319229126;-177.48968296846468;135.1696;-5.3848
14;1.4855754375457764;-177.48968296846468;135.1696;-5.3848
15;1.5939950942993164;-2.416708860922938;-8.1284;-5.3848
16;1.7009105682373047;2.416708860922938;136.14159999999998;-5.3848
17;1.8082225322723389;2.416708860922938;-8.1284;82.3866
18;1.9149339199066162;0.0;-8.1284;-5.3848
19;2.0216989517211914;2.416708860922938;-8.1284;-5.3848
20;2.128913640975952;0.0;-8.1284;-5.3848
21;2.236114501953125;-177.48968296846468;134.2036;-5.3848
22;2.342210292816162;2.416708860922938;-8.1284;83.5817
23;2.448428153991699;2.416708860922938;-8.1284;81.7872
24;2.5555737018585205;0.0;-8.1284;83.5817
25;2.6641335487365723;2.416708860922938;-8.1284;-5.3848
26;2.7712414264678955;0.0;-8.1284;82.3866
27;2.879749059677124;0.0;-8.1284;83.5817
28;2.987058162689209;-177.48968296846468;134.2036;-5.3848
29;3.0957705974578857;0.0;-8.1284;-5.3848
30;3.2025372982025146;-177.48968296846468;136.14159999999998;-5.3848
31;3.3095028400421143;0.0;134.2036;-5.3848
32;3.41668963432312;0.0;-8.1284;-5.3848
33;3.5234944820404053;2.416708860922938;-8.1284;83.5817
34;3.6302645206451416;-177.48968296846468;-8.1284;-5.3848
35;3.736670970916748;-177.48968296846468;134.2036;-5.3848
36;3.8435583114624023;-177.48968296846468;-8.1284;-5.3848
37;3.9496231079101562;1.2046133950730393;134.2036;-5.3848
38;4.056770324707031;-177.48968296846468;-8.1284;-5.3848
39;4.162683010101318;-177.48968296846468;-8.1284;-5.3848
40;4.269106149673462;-177.48968296846468;134.2036;-5.3848
41;4.3761327266693115;-177.48968296846468;134.2036;-5.3848
42;4.482213735580444;-177.48968296846468;-8.1284;-5.3848
43;4.588130712509155;2.416708860922938;-8.1284;-5.3848
44;4.694958686828613;-177.48968296846468;134.2036;-5.3848
45;4.800905466079712;-177.48968296846468;-8.1284;-5.3848
46;4.907310724258423;-177.48968296846468;-8.1284;-5.3848
47;5.013387441635132;0.0;131.2996;-5.3848
48;5.1205127239227295;0.0;-8.1284;-5.3848
49;5.2274699211120605;-177.48968296846468;136.14159999999998;-5.3848
50;5.333345651626587;0.0;134.2036;-5.3848
51;5.440526962280273;-177.48968296846468;134.2036;-5.3848
52;5.5466179847717285;-177.48968296846468;136.14159999999998;-5.3848
53;5.655977725982666;0.0;-8.1284;-5.3848
54;5.762666463851929;2.416708860922938;-8.1284;-5.3848
55;5.869840145111084;2.416708860922938;-8.1284;-5.3848
56;5.976202726364136;-177.48968296846468;134.2036;-5.3848
57;6.082284927368164;1.2046133950730393;-8.1284;-5.3848
58;6.188966989517212;1.2046133950730393;-8.1284;82.3866
59;6.295546531677246;0.0;-8.1284;-5.3848
60;6.402408838272095;1.2046133950730393;-8.1284;-5.3848
61;6.509223699569702;1.2046133950730393;-8.1284;-5.3848
62;6.6159961223602295;-1.2120954658498988;-8.1284;-5.3848
63;6.722012519836426;1.2046133950730393;-8.1284;-5.3848
64;6.828407049179077;2.416708860922938;-8.1284;-5.3848
65;6.934479236602783;-4.833417721845876;-8.1284;-5.3848
66;7.041378021240234;0.0;-8.1284;83.5817
67;7.1498472690582275;1.2046133950730393;-8.1284;-5.3848
68;7.256840705871582;0.0;-8.1284;-5.3848
69;7.363968133926392;2.416708860922938;-8.1284;83.5817
70;7.4710705280303955;-177.48968296846468;134.2036;-5.3848
71;7.577880144119263;-177.48968296846468;134.2036;-5.3848
72;7.6838014125823975;2.416708860922938;136.14159999999998;-5.3848
73;7.790932655334473;-177.48968296846468;134.2036;-5.3848
74;7.899583339691162;-177.48968296846468;134.2036;-5.3848
75;8.007065057754517;2.416708860922938;135.1696;-5.3848
76;8.114222526550293;0.0;134.2036;-5.3848
77;8.221358060836792;-177.48968296846468;136.14159999999998;-5.3848
78;8.3283531665802;2.416708860922938;-8.1284;-5.3848
79;8.435103178024292;-1.2120954658498988;-8.1284;-5.3848
80;8.541787147521973;0.0;-8.1284;83.5817
81;8.648828029632568;2.416708860922938;-8.1284;81.7872
82;8.75749397277832;-177.48968296846468;134.2036;-5.3848
83;8.864097118377686;-177.48968296846468;136.14159999999998;-5.3848
84;8.970910549163818;-177.48968296846468;-8.1284;-5.3848
85;9.076883554458618;0.0;-8.1284;82.3866
86;9.18405294418335;2.416708860922938;136.14159999999998;-5.3848
87;9.291320562362671;-177.48968296846468;134.2036;-5.3848
88;9.3981773853302;-177.48968296846468;134.2036;-5.3848
89;9.505077838897705;-177.48968296846468;-8.1284;-5.3848
90;9.611227035522461;-177.48968296846468;134.2036;-5.3848
91;9.718220472335815;0.0;-8.1284;-5.3848
92;9.82496428489685;-177.48968296846468;-8.1284;-5.3848
93;9.93135690689087;1.2046133950730393;-8.1284;-5.3848
94;10.037355422973633;0.0;-8.1284;-5.3848
95;10.14333438873291;-177.48968296846468;-8.1284;-5.3848
96;10.24929165840149;-177.48968296846468;135.1696;-5.3848
