;Wartoscmierzona;PomiarV;PomiarInt
0;5;0.036563615833002716;193
1;5;0.036563615833002716;195
2;5;0.03675112155522324;194
3;5;0.03693862727744377;197
4;5;0.03693862727744377;197
5;5;0.03693862727744377;198
6;5;0.03750114444410535;200
7;5;0.03731363872188482;201
8;5;0.037688650166325874;202
9;5;0.037688650166325874;201
10;5;0.03750114444410535;202
11;5;0.037876155888546405;202
12;5;0.03750114444410535;200
13;5;0.037688650166325874;202
14;5;0.037688650166325874;203
15;5;0.03806366161076693;201
16;5;0.037688650166325874;200
17;5;0.037876155888546405;202
18;5;0.037688650166325874;200
19;5;0.037876155888546405;200
20;10;0.0560642109439375;298
21;10;0.056251716666158025;297
22;10;0.05587670522171697;300
23;10;0.05587670522171697;299
24;10;0.056251716666158025;301
25;10;0.05662672811059908;299
26;10;0.05587670522171697;300
27;10;0.056251716666158025;302
28;10;0.055689199499496446;301
29;10;0.05587670522171697;298
30;10;0.055689199499496446;295
31;10;0.05531418805505539;295
32;10;0.05512668233283487;295
33;10;0.05512668233283487;295
34;10;0.05531418805505539;292
35;10;0.05531418805505539;295
36;10;0.054939176610614336;295
37;10;0.054939176610614336;295
38;10;0.05512668233283487;296
39;10;0.055689199499496446;297
40;20;0.10950334177678762;586
41;20;0.10987835322122867;587
42;20;0.10969084749900816;588
43;20;0.11006585894344921;588
44;20;0.11044087038789026;590
45;20;0.11100338755455184;592
46;20;0.11119089327677237;595
47;20;0.11100338755455184;596
48;20;0.11175341044343394;595
49;20;0.112128421887875;596
50;20;0.11175341044343394;593
51;20;0.11100338755455184;592
52;20;0.11100338755455184;595
53;20;0.11119089327677237;592
54;20;0.11062837611011078;591
55;20;0.11062837611011078;591
56;20;0.11044087038789026;588
57;20;0.10969084749900816;584
58;20;0.10950334177678762;584
59;20;0.10950334177678762;582
