;Wartoscmierzona;PomiarV;PomiarInt
0;1.5;5.416665303506577;28889
1;1.5;5.416852809228797;28888
2;1.5;5.416852809228797;28888
3;1.5;5.416852809228797;28888
4;1.5;5.416852809228797;28889
5;1.5;5.416852809228797;28889
6;1.5;5.416665303506577;28888
7;1.5;5.416665303506577;28889
8;1.5;5.416852809228797;28889
9;1.5;5.416852809228797;28889
10;1.5;5.416852809228797;28889
11;1.5;5.416852809228797;28888
12;1.5;5.417040314951018;28889
13;1.5;5.416852809228797;28888
14;1.5;5.416665303506577;28889
15;1.5;5.416852809228797;28889
16;1.5;5.416852809228797;28890
17;1.5;5.416852809228797;28889
18;1.5;5.416665303506577;28889
19;1.5;5.416852809228797;28888
20;2.5;5.416852809228797;28888
21;2.5;5.416852809228797;28889
22;2.5;5.416852809228797;28889
23;2.5;5.416852809228797;28889
24;2.5;5.416852809228797;28888
25;2.5;5.416665303506577;28889
26;2.5;5.416665303506577;28888
27;2.5;5.417040314951018;28889
28;2.5;5.416852809228797;28888
29;2.5;5.416852809228797;28889
30;2.5;5.416665303506577;28887
31;2.5;5.416665303506577;28889
32;2.5;5.416665303506577;28888
33;2.5;5.416665303506577;28888
34;2.5;5.416665303506577;28890
35;2.5;5.416665303506577;28889
36;2.5;5.416852809228797;28888
37;2.5;5.416852809228797;28887
38;2.5;5.416665303506577;28889
39;2.5;5.416852809228797;28889
40;3.5;5.416665303506577;28888
41;3.5;5.416665303506577;28888
42;3.5;5.416665303506577;28888
43;3.5;5.416665303506577;28887
44;3.5;5.416665303506577;28888
45;3.5;5.416852809228797;28888
46;3.5;5.416665303506577;28889
47;3.5;5.416852809228797;28888
48;3.5;5.416665303506577;28888
49;3.5;5.416665303506577;28888
50;3.5;5.417040314951018;28888
51;3.5;5.416665303506577;28889
52;3.5;5.416665303506577;28888
53;3.5;5.416665303506577;28887
54;3.5;5.416477797784356;28888
55;3.5;5.416665303506577;28889
56;3.5;5.416665303506577;28888
57;3.5;5.416665303506577;28888
58;3.5;5.416665303506577;28887
59;3.5;5.416665303506577;28888
