;Wartoscmierzona;PomiarV;PomiarInt
0;1;4.333819757683035;23108
1;1;4.332319711905271;23101
2;1;4.331382183294168;23101
3;1;5.429228186895352;28964
4;1;5.4316657612842185;23111
5;1;4.332507217627491;23105
6;1;4.331757194738609;23105
7;1;4.331569689016388;28954
8;1;5.430353221228675;28968
9;1;4.676955229346599;23107
10;1;4.332319711905271;23103
11;1;4.331757194738609;23101
12;1;5.429040681173131;28963
13;1;5.4314782555619985;23936
14;1;4.332507217627491;23105
15;1;4.331757194738609;23101
16;1;4.331757194738609;28771
17;1;5.430728232673116;28967
18;1;4.757395184179205;23107
19;1;4.332694723349712;23104
20;2;4.333257240516373;23104
21;2;4.332319711905271;23103
22;2;5.363601184118168;28965
23;2;5.4318532670064394;23110
24;2;4.332694723349712;23102
25;2;4.332507217627491;23103
26;2;4.711643787957396;28961
27;2;5.4312907498397776;28968
28;2;4.333257240516373;23106
29;2;4.331194677571947;23103
30;2;4.331944700460829;23318
31;2;5.429978209784234;28964
32;2;5.4316657612842185;23108
33;2;4.332319711905271;23102
34;2;4.331007171849727;23103
35;2;4.331382183294168;28957
36;2;5.431103244117557;28968
37;2;4.333632251960815;23108
38;2;4.33213220618305;23102
39;2;4.331757194738609;23102
40;3;4.333069734794153;23104
41;3;4.331944700460829;23101
42;3;5.429978209784234;28968
43;3;5.43222827845088;23108
44;3;4.331944700460829;23105
45;3;4.332319711905271;23102
46;3;5.429790704062014;28967
47;3;5.4318532670064394;23108
48;3;4.332507217627491;23102
49;3;4.331382183294168;23101
50;3;5.429228186895352;28965
51;3;5.4318532670064394;23108
52;3;4.332882229071932;23106
53;3;4.332319711905271;23104
54;3;5.429415692617572;28965
55;3;5.4318532670064394;23114
56;3;4.332882229071932;23106
57;3;4.332507217627491;23107
58;3;5.429415692617572;28964
59;3;5.4318532670064394;23121
