;Czas;Nacisk;Cisnienie160;Cisnienie100
0;9.703636169433594e-05;16.006179973712268;0.5896;1.6785
1;0.10858893394470215;16.057990488709915;0.5896;1.7192
2;0.21680712699890137;16.057990488709915;0.5896;1.7377
3;0.3248915672302246;16.089076797708504;0.5836;1.7081000000000002
4;0.4330935478210449;16.099438900708034;0.5896;1.7266000000000001
5;0.5413291454315186;16.089076797708504;0.5896;1.7229
6;0.6485805511474609;16.078714694708975;0.5956;1.7451
7;0.7573554515838623;16.089076797708504;0.5956;1.7118000000000002
8;0.8654870986938477;16.078714694708975;0.5956;1.6489
9;0.9735281467437744;16.078714694708975;0.5896;1.7192
10;1.081651210784912;16.089076797708504;0.5896;1.7192
11;1.1896946430206299;16.078714694708975;0.5956;1.7266000000000001
12;1.2977335453033447;16.078714694708975;0.5896;1.7451
13;1.405733346939087;16.078714694708975;0.5956;1.7673
14;1.5128366947174072;16.068352591709445;0.5896;1.6637000000000002
15;1.6197319030761719;16.047628385710386;0.5896;1.7192
16;1.727905035018921;16.057990488709915;0.5896;1.7081000000000002
17;1.836092233657837;16.037266282710856;0.5896;1.6674000000000002
18;1.9441776275634766;16.068352591709445;0.6016;1.7229
19;2.0522301197052;16.057990488709915;0.5896;1.7081000000000002
20;2.1603639125823975;16.078714694708975;0.5836;1.7377
21;2.2685606479644775;16.078714694708975;0.5956;1.7192
22;2.376624822616577;16.068352591709445;0.5896;1.7155
23;2.4854228496551514;16.057990488709915;0.5836;1.7044000000000001
24;2.592543363571167;16.078714694708975;0.5896;1.7229
25;2.7006335258483887;16.068352591709445;0.5956;1.6896000000000002
26;2.8109290599823;16.089076797708504;0.5836;1.7414
27;2.9182932376861572;16.078714694708975;0.5896;1.6748
28;3.0255067348480225;16.068352591709445;0.5896;1.7266000000000001
29;3.133556842803955;16.068352591709445;0.5956;1.7229
30;3.240666389465332;16.068352591709445;0.5896;1.6304
31;3.347801685333252;16.057990488709915;0.5896;1.7266000000000001
32;3.4549858570098877;16.068352591709445;0.5956;1.6896000000000002
33;3.562262773513794;16.089076797708504;0.5896;1.7266000000000001
34;3.669398784637451;16.089076797708504;0.5896;1.7562000000000002
35;3.7774922847747803;16.089076797708504;0.5956;1.7340000000000002
36;3.8850531578063965;16.089076797708504;0.5956;1.6415000000000002
37;3.993157386779785;16.089076797708504;0.5896;1.7007
38;4.100403308868408;16.078714694708975;0.5896;1.7266000000000001
39;4.209208250045776;16.109801003707563;0.5956;1.7007
40;4.316255331039429;16.078714694708975;0.5956;1.7414
41;4.423770189285278;16.078714694708975;0.5896;1.7525000000000002
42;4.531851291656494;16.099438900708034;0.5896;1.623
43;4.63896632194519;16.109801003707563;0.5896;1.7377
44;4.746977806091309;16.099438900708034;0.5956;1.7155
45;4.854079961776733;16.078714694708975;0.5896;1.7118000000000002
46;4.961121320724487;16.089076797708504;0.5896;1.7007
47;5.069213390350342;16.089076797708504;0.5896;1.7118000000000002
48;5.176334619522095;16.099438900708034;0.5896;1.7303000000000002
49;5.284397602081299;16.089076797708504;0.5956;1.6637000000000002
50;5.391468524932861;16.089076797708504;0.6016;1.7266000000000001
51;5.499305725097656;16.099438900708034;0.5836;1.7414
52;5.606605291366577;16.109801003707563;0.5896;1.6859000000000002
53;5.714715003967285;16.099438900708034;0.5896;1.7118000000000002
54;5.821870565414429;15.964731561714153;0.5896;1.7340000000000002
55;5.930164813995361;16.068352591709445;0.5776;1.6563
56;6.038792371749878;16.089076797708504;0.5956;1.7266000000000001
57;6.146440744400024;16.078714694708975;0.5956;1.7192
58;6.255061388015747;16.099438900708034;0.5896;1.697
59;6.362648248672485;16.089076797708504;0.5896;1.7303000000000002
60;6.471243381500244;15.902558943716976;0.5956;1.7266000000000001
61;6.580503463745117;16.089076797708504;0.5896;1.7155
62;6.687994718551636;16.016542076711797;0.5956;1.7229
63;6.796771764755249;16.089076797708504;0.5836;1.7229
64;6.904362916946411;16.089076797708504;0.5896;1.7377
65;7.013159513473511;16.089076797708504;0.5896;1.7303000000000002
66;7.1215598583221436;16.099438900708034;0.5836;1.7192
67;7.229147434234619;16.099438900708034;0.5896;1.7340000000000002
68;7.336752414703369;15.944007355715094;0.5896;1.7155
69;7.445414781570435;16.078714694708975;0.5956;1.7636
70;7.552621603012085;16.016542076711797;0.5896;1.7266000000000001
71;7.660472393035889;16.089076797708504;0.5836;1.6933
72;7.768660306930542;16.099438900708034;0.5836;1.7340000000000002
73;7.876692771911621;16.089076797708504;0.5896;1.7155
74;7.99027943611145;16.099438900708034;0.5836;1.7155
75;8.09716248512268;16.109801003707563;0.5956;1.7414
76;8.205233573913574;16.068352591709445;0.5956;1.7155
77;8.313357591629028;16.078714694708975;0.5896;1.7192
78;8.421478748321533;16.099438900708034;0.5896;1.7007
79;8.528802871704102;16.109801003707563;0.5896;1.7710000000000001
80;8.636420726776123;16.089076797708504;0.5956;1.7266000000000001
81;8.744446277618408;16.078714694708975;0.5776;1.7044000000000001
82;8.851583242416382;16.078714694708975;0.5896;1.7118000000000002
83;8.959657192230225;16.120163106707093;0.5896;1.7044000000000001
84;9.06767225265503;16.089076797708504;0.5896;1.7229
85;9.175659656524658;16.089076797708504;0.5836;1.7229
86;9.283697128295898;16.089076797708504;0.5896;1.7081000000000002
87;9.392370700836182;16.099438900708034;0.5836;1.7155
88;9.5003182888031;16.099438900708034;0.5896;1.6526
89;9.608320951461792;16.099438900708034;0.5956;1.7451
90;9.715308666229248;16.089076797708504;0.5896;1.7007
91;9.823182106018066;16.099438900708034;0.5896;1.6600000000000001
92;9.931130170822144;16.099438900708034;0.5956;1.7192
93;10.039161920547485;16.089076797708504;0.5836;1.7155
94;10.147164106369019;16.089076797708504;0.5896;1.6637000000000002
95;10.255093812942505;16.109801003707563;0.5896;1.7192
96;10.362186193466187;16.099438900708034;0.5896;1.7303000000000002
97;10.47016716003418;16.099438900708034;0.5956;1.7155
98;10.577012300491333;16.109801003707563;0.5896;1.7192
99;10.684988021850586;16.078714694708975;0.5896;1.7044000000000001
100;10.792901515960693;16.109801003707563;0.5896;1.697
101;10.90083384513855;16.089076797708504;0.5896;1.7377
102;11.008766174316406;16.089076797708504;0.5836;1.7266000000000001
103;11.118907928466797;16.089076797708504;0.5896;1.7192
104;11.226026058197021;16.089076797708504;0.5896;1.6896000000000002
105;11.334033489227295;16.089076797708504;0.5896;1.7340000000000002
106;11.44202995300293;16.089076797708504;0.5896;1.6859000000000002
107;11.550008296966553;16.089076797708504;0.5896;1.7266000000000001
108;11.65711498260498;16.089076797708504;0.5836;1.6933
109;11.76527214050293;16.078714694708975;0.5896;1.7081000000000002
110;11.873269081115723;16.089076797708504;0.5896;1.7118000000000002
111;11.981227397918701;16.089076797708504;0.5896;1.6933
112;12.089113473892212;16.089076797708504;0.5896;1.7155
113;12.197102308273315;16.089076797708504;0.5896;1.7340000000000002
114;12.305065631866455;16.089076797708504;0.5896;1.7451
115;12.413029670715332;16.099438900708034;0.5836;1.7303000000000002
116;12.521010637283325;16.099438900708034;0.5836;1.7229
117;12.628039360046387;16.089076797708504;0.5836;1.697
118;12.73594856262207;16.078714694708975;0.5896;1.6859000000000002
119;12.844632625579834;16.078714694708975;0.5896;1.7081000000000002
120;12.952767372131348;16.089076797708504;0.5896;1.7118000000000002
121;13.060716390609741;16.089076797708504;0.5896;1.6933
122;13.168623685836792;16.089076797708504;0.5896;1.7229
123;13.27682089805603;16.089076797708504;0.5896;1.697
124;13.384819269180298;16.099438900708034;0.5956;1.7414
125;13.491863012313843;16.130525209706622;0.5896;1.7007
