;Time;Thrust;Pressure1;Pressure2;Weight;Current;Voltage;Battery12V;Battery24V
0;0.0;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.120127201147496;3.5697339396343883
1;0.01;23238;-1452;-1452;-445;0.0;-0.00018750572222052677;2.1206897183141575;3.572171514023255
2;0.03;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.121814752647481;3.5701089510788298
3;0.04;23077;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.122564775536363;3.569546433912168
4;0.06;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.122189764091922;3.5680463881344036
5;0.07;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.1160020752586446;3.5689839167455064
6;0.08;23238;-1452;-1452;-445;-0.00018750572222052677;0.0;2.1238773155919066;3.568233893856624
7;0.1;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.1231272927030242;3.5719840083010346
8;0.11;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.118627155369732;3.569546433912168
9;0.12;23238;-1452;-1452;-445;-0.00018750572222052677;0.0;2.123689809869686;3.571233985412152
10;0.14;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00037501144444105353;2.1220022583697014;3.57385906552324
11;0.15;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.1238773155919066;3.5701089510788298
12;0.16;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.124064821314127;3.5706714682454908
13;0.18;23238;-1452;-1452;-445;0.0;-0.00018750572222052677;2.1210647297585985;3.572171514023255
14;0.19;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.1216272469252604;3.5599836420789206
15;0.21;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.1229397869808038;3.5706714682454908
16;0.22;23238;-1452;-1452;-445;-0.00018750572222052677;0.0;2.123314798425245;3.5704839625232703
17;0.23;23238;-1452;-1452;-445;-0.00018750572222052677;-0.00018750572222052677;2.1223772698141423;3.567483870967742
18;0.25;23238;-1452;-1452;-445;-0.00037501144444105353;-0.00018750572222052677;2.124064821314127;3.5702964568010502
19;0.26;23238;-1452;-1452;-445;-0.00018750572222052677;0.0;2.124064821314127;3.5693589281899474
20;0.27;23238;-1452;-1452;-445;-0.00018750572222052677;0.0;2.1229397869808038;3.5699214453566093
