;Wartoscmierzona;PomiarV;PomiarInt
0;0;-0.05175157933286539;-279
1;0;-0.05325162511062959;-288
2;0;-0.0686270943327128;-284
3;0;-0.05325162511062959;-286
4;0;-0.052126590777306435;-284
5;0;-0.05362663655507065;-312
6;0;-0.05381414227729118;-289
7;0;-0.05306411938840907;-285
8;0;-0.05175157933286539;-288
9;0;-0.05381414227729118;-298
10;0;-0.05418915372173223;-287
11;0;-0.05381414227729118;-289
12;0;-0.05156407361064486;-282
13;0;-0.0540016479995117;-286
14;0;-0.05737675099948119;-286
15;0;-0.05362663655507065;-285
16;0;-0.053439130832850124;-275
17;0;-0.052876613666188545;-285
18;0;-0.05531418805505539;-307
19;0;-0.052876613666188545;-287
20;5.79437;0.40894998016296885;2304
21;5.79437;0.4318256782738731;2305
22;5.79437;0.4348257698294015;2308
23;5.79437;0.4318256782738731;2299
24;5.79437;0.36751121555223243;2308
25;5.79437;0.4323881954405347;2304
26;5.79437;0.43370073549607835;2308
27;5.79437;0.4318256782738731;2297
28;5.79437;0.4323881954405347;2303
29;5.79437;0.4323881954405347;2304
30;5.79437;0.43370073549607835;2315
31;5.79437;0.4323881954405347;2301
32;5.79437;0.4280755638294626;2308
33;5.79437;0.43257570116275523;2305
34;5.79437;0.43351322977385787;2308
35;5.79437;0.43276320688497577;2302
36;5.79437;0.4113875545518357;2307
37;5.79437;0.4323881954405347;2307
38;5.79437;0.43145066682943206;2318
39;5.79437;0.43351322977385787;2308
40;4.5;0.29175890377513963;1399
41;4.5;0.2928839381084628;1562
42;4.5;0.29250892666402173;1566
43;4.5;0.2940089724417859;1561
44;4.5;0.29175890377513963;1460
45;4.5;0.29232142094180125;1559
46;4.5;0.29250892666402173;1567
47;4.5;0.29344645527512436;1559
48;4.5;0.2921339152195807;1556
49;4.5;0.2668206427198096;1563
50;4.5;0.2932589495529038;1560
51;4.5;0.29419647816400646;1565
52;4.5;0.29269643238624227;1501
53;4.5;0.2928839381084628;1561
54;4.5;0.29250892666402173;1560
55;4.5;0.294383983886227;1556
56;4.5;0.29232142094180125;1556
57;4.5;0.23381963560899685;1562
58;4.5;0.2928839381084628;1562
59;4.5;0.29419647816400646;1571
