;Wartoscmierzona;PomiarV;PomiarInt
0;1;0.05456416516617328;300
1;1;0.05737675099948119;317
2;1;0.06112686544389172;315
3;1;0.0588767967772454;312
4;1;0.05812677388836329;310
5;1;0.05868929105502488;300
6;1;0.05531418805505539;306
7;1;0.0588767967772454;326
8;1;0.060189336832789084;317
9;1;0.05906430249946593;317
10;1;0.05868929105502488;315
11;1;0.05850178533280435;312
12;1;0.059814325388348036;330
13;1;0.06225189977721488;325
14;1;0.06000183111056856;323
15;1;0.060939359721671194;323
16;1;0.060376842555009615;312
17;1;0.05850178533280435;319
18;1;0.06000183111056856;331
19;1;0.06318942838831752;322
20;2;-0.06693954283272804;-355
21;2;-0.06675203711050752;-368
22;2;-0.06918961149937437;-360
23;2;-0.06543949705496382;-343
24;2;-0.06431446272164067;-356
25;2;-0.06693954283272804;-354
26;2;-0.06712704855494858;-355
27;2;-0.06693954283272804;-354
28;2;-0.0645019684438612;-344
29;2;-0.06637702566606647;-352
30;2;-0.06637702566606647;-358
31;2;-0.06637702566606647;-372
32;2;-0.06712704855494858;-358
33;2;-0.06525199133274331;-337
34;2;-0.06562700277718436;-354
35;2;-0.06675203711050752;-355
36;2;-0.06693954283272804;-354
37;2;-0.0693771172215949;-370
38;2;-0.0673145542771691;-357
39;2;-0.06487697988830225;-342
40;3;-0.08662764366588337;-464
41;3;-0.08719016083254494;-469
42;3;-0.08775267799920652;-470
43;3;-0.09169029816583758;-479
44;3;-0.087565172276986;-461
45;3;-0.08437757499923704;-464
46;3;-0.08812768944364757;-463
47;3;-0.08737766655476548;-467
48;3;-0.08812768944364757;-486
49;3;-0.09056526383251443;-452
50;3;-0.08400256355479599;-457
51;3;-0.08606512649922178;-459
52;3;-0.08700265511032441;-458
53;3;-0.0883151951658681;-465
54;3;-0.08550260933256021;-442
55;3;-0.08175249488814966;-450
56;3;-0.08494009216589862;-447
57;3;-0.08494009216589862;-453
58;3;-0.08587762077700126;-467
59;3;-0.08737766655476548;-463
60;1;-0.08325254066591388;-430
61;1;-0.08400256355479599;-453
62;1;-0.08512759788811915;-454
63;1;-0.08569011505478072;-451
64;1;-0.08925272377697073;-471
65;1;-0.08531510361033967;-447
66;1;-0.08081496627704703;-443
67;1;-0.08381505783257545;-449
68;1;-0.08512759788811915;-452
69;1;-0.08512759788811915;-469
70;1;-0.08869020661030916;-458
71;1;-0.0834400463881344;-437
72;1;-0.08194000061037018;-456
73;1;-0.08512759788811915;-453
74;1;-0.08587762077700126;-453
75;1;-0.08644013794366283;-474
76;1;-0.08737766655476548;-454
77;1;-0.08287752922147283;-437
78;1;-0.08400256355479599;-455
79;1;-0.08362755211035494;-455
80;2;-0.06750205999938963;-350
81;2;-0.06881460005493331;-375
82;2;-0.06956462294381542;-376
83;2;-0.07031464583269753;-387
84;2;-0.07350224311044648;-376
85;2;-0.06843958861049226;-361
86;2;-0.06693954283272804;-369
87;2;-0.07031464583269753;-368
88;2;-0.06993963438825648;-371
89;2;-0.07050215155491807;-396
90;2;-0.07181469161046175;-373
91;2;-0.0686270943327128;-352
92;2;-0.0693771172215949;-372
93;2;-0.06975212866603596;-375
94;2;-0.06993963438825648;-379
95;2;-0.07406476027710807;-384
96;2;-0.07106466872157964;-371
97;2;-0.06637702566606647;-362
98;2;-0.06975212866603596;-375
99;2;-0.06918961149937437;-374
100;3;-0.0560642109439375;-294
101;3;-0.052126590777306435;-268
102;3;-0.048751487777336955;-276
103;3;-0.05231409649952696;-280
104;3;-0.052876613666188545;-278
105;3;-0.05250160222174749;-301
106;3;-0.05512668233283487;-283
107;3;-0.05100155644398328;-262
108;3;-0.052126590777306435;-279
109;3;-0.05175157933286539;-279
110;3;-0.05381414227729118;-280
111;3;-0.05587670522171697;-293
112;3;-0.053439130832850124;-278
113;3;-0.04987652211066012;-261
114;3;-0.052689107943968014;-283
115;3;-0.05250160222174749;-283
116;3;-0.05231409649952696;-285
117;3;-0.055689199499496446;-300
118;3;-0.05325162511062959;-275
119;3;-0.04931400494399854;-261
120;c;-0.10106558427686392;-540
121;c;-0.1008780785546434;-542
122;c;-0.10106558427686392;-539
123;c;-0.10312814722128973;-545
124;c;-0.10106558427686392;-536
125;c;-0.0995655384990997;-537
126;c;-0.10125308999908444;-540
127;c;-0.10125308999908444;-538
128;c;-0.10144059572130497;-546
129;c;-0.10181560716574603;-534
130;c;-0.09919052705465865;-538
131;c;-0.10106558427686392;-535
132;c;-0.1008780785546434;-538
133;c;-0.10050306711020235;-545
134;c;-0.10237812433240762;-538
135;c;-0.10031556138798181;-528
136;c;-0.09919052705465865;-538
137;c;-0.10050306711020235;-538
138;c;-0.1008780785546434;-539
139;c;-0.10031556138798181;-544
