;Wartoscmierzona;PomiarV;PomiarInt
0;2;4.3343822748496965;28975
1;2;5.434478347117527;27372
2;2;4.3347572862941375;23113
3;2;4.333444746238594;23113
4;2;4.333444746238594;28976
5;2;5.434290841395306;27050
6;2;4.3349447920163575;23114
7;2;4.333819757683035;23111
8;2;4.333632251960815;28975
9;2;5.434478347117527;27437
10;2;4.3343822748496965;23113
11;2;4.333819757683035;23112
12;2;4.749332438123722;28978
13;2;5.434665852839747;23304
14;2;4.3345697805719166;23114
15;2;4.333069734794153;23110
16;2;4.940775780510879;28979
17;2;5.434665852839747;23163
18;2;4.3345697805719166;23112
19;2;4.3340072634052556;23109
20;3;4.3345697805719166;23111
21;3;5.432790795617541;28982
22;3;5.416852809228797;23122
23;3;4.3347572862941375;23114
24;3;4.3340072634052556;23114
25;3;5.432978301339762;28982
26;3;5.274160954618976;23120
27;3;4.3345697805719166;23116
28;3;4.3340072634052556;23114
29;3;5.432790795617541;28981
30;3;5.265723197119052;23119
31;3;4.334194769127476;23115
32;3;4.3340072634052556;23114
33;3;5.432790795617541;28982
34;3;5.283911252174444;23118
35;3;4.334194769127476;23114
36;3;4.333632251960815;23112
37;3;5.432603289895321;28981
38;3;5.293661549729911;23119
39;3;4.3343822748496965;23112
40;4;5.434478347117527;23119
41;4;4.333819757683035;23113
42;4;4.333819757683035;23109
43;4;5.432603289895321;28981
44;4;5.434665852839747;23117
45;4;4.333819757683035;23113
46;4;4.333632251960815;23112
47;4;5.4324157841731004;28981
48;4;5.434665852839747;23117
49;4;4.333819757683035;23111
50;4;4.333632251960815;23112
51;4;5.4324157841731004;28980
52;4;5.434665852839747;23117
53;4;4.333819757683035;23111
54;4;4.333257240516373;23112
55;4;5.43222827845088;28979
56;4;5.434290841395306;29018
57;4;4.3345697805719166;23115
58;4;4.333444746238594;23110
59;4;4.333257240516373;23109
